Transaction_ID,Customer_ID,Gender,Age,Category,Quantity,Unit_Price,Discount,Date,Store_Region,Online_Or_Offline,Payment_Method,Total_Amount
TXN-07982,CUST-8245,Female,36,Electronics,2,937.5,0.04,2023-03-12,East,Offline,Digital Wallet,1800.0
TXN-07983,CUST-6923,Male,30,Grocery,8,49.2,0.03,2023-03-13,South,Offline,Digital Wallet,381.79
TXN-07984,CUST-0939,Female,47,Beauty,2,152.71,0.06,2023-03-13,West,Offline,Cash,287.09
TXN-07985,CUST-9681,Female,18,Beauty,2,52.45,0.14,2023-03-13,West,Online,Digital Wallet,90.21
TXN-07986,CUST-4693,Male,31,Beauty,1,173.4,0.08,2023-03-14,North,Offline,Cash,159.53
TXN-07987,CUST-0401,Female,41,Clothing,1,350.15,0.23,2023-03-14,North,Online,Digital Wallet,269.62
TXN-07988,CUST-2822,Female,20,Grocery,17,65.38,0.04,2023-03-14,West,Offline,Cash,1067.0
TXN-07989,CUST-6827,Female,19,Beauty,3,58.9,0.13,2023-03-14,West,Online,Digital Wallet,153.73
TXN-07990,CUST-7042,Male,21,Furniture,1,537.23,0.06,2023-03-15,East,Online,Credit Card,505.0
TXN-07991,CUST-3054,Female,22,Grocery,9,31.5,0.11,2023-03-15,South,Online,Digital Wallet,252.32
TXN-07992,CUST-8535,Female,44,Clothing,2,91.59,0.19,2023-03-15,East,Offline,Digital Wallet,148.38
TXN-07993,CUST-9595,Male,31,Clothing,2,188.13,0.07,2023-03-16,North,Offline,Cash,349.92
TXN-07994,CUST-5289,Female,18,Grocery,9,67.18,0.03,2023-03-16,West,Online,Digital Wallet,586.48
TXN-07995,CUST-9536,Male,57,Beauty,1,131.96,0.12,2023-03-16,North,Offline,Credit Card,116.12
TXN-07996,CUST-9638,Male,35,Beauty,1,168.56,0.09,2023-03-16,North,Offline,Debit Card,153.39
TXN-07997,CUST-6821,Female,52,Grocery,5,32.86,0.03,2023-03-16,South,Offline,Credit Card,159.37
TXN-07998,CUST-2159,Male,32,Electronics,1,825.0,0.12,2023-03-17,East,Offline,Cash,726.0
TXN-07999,CUST-9501,Male,33,Furniture,1,1546.88,0.18,2023-03-17,East,Offline,Debit Card,1268.44
TXN-08000,CUST-7402,Female,36,Grocery,6,73.38,0.05,2023-03-18,North,Online,Credit Card,418.27
TXN-08001,CUST-1249,Male,34,Electronics,1,537.59,0.1,2023-03-18,East,Online,Digital Wallet,483.83
TXN-08002,CUST-4142,Female,54,Electronics,3,72.48,0.06,2023-03-18,North,Online,Digital Wallet,204.39
TXN-08003,CUST-2970,Female,50,Beauty,1,80.82,0.25,2023-03-18,West,Online,Debit Card,60.61
TXN-08004,CUST-9163,Male,61,Electronics,2,384.59,0.18,2023-03-18,South,Offline,Credit Card,630.73
TXN-08005,CUST-9023,Male,70,Furniture,5,511.14,0.09,2023-03-18,South,Offline,Credit Card,2325.69
TXN-08006,CUST-6460,Male,44,Grocery,5,42.3,0.02,2023-03-18,West,Offline,Credit Card,207.27
TXN-08007,CUST-0137,Male,35,Furniture,4,729.67,0.18,2023-03-18,West,Online,Digital Wallet,2393.32
TXN-08008,CUST-8487,Female,54,Grocery,3,46.4,0.03,2023-03-18,West,Online,Digital Wallet,135.02
TXN-08009,CUST-0848,Male,38,Grocery,12,29.56,0.03,2023-03-19,East,Offline,Credit Card,344.08
TXN-08010,CUST-0440,Male,48,Grocery,9,38.27,0.01,2023-03-19,North,Offline,Cash,340.99
TXN-08011,CUST-2004,Female,50,Beauty,4,215.62,0.15,2023-03-20,East,Online,Digital Wallet,733.11
TXN-08012,CUST-3094,Male,31,Beauty,1,206.25,0.14,2023-03-20,East,Online,Debit Card,177.38
TXN-08013,CUST-5603,Female,59,Furniture,1,1452.82,0.14,2023-03-20,North,Offline,Credit Card,1249.43
TXN-08014,CUST-5792,Female,49,Clothing,1,414.0,0.09,2023-03-20,South,Online,Digital Wallet,376.74
TXN-08015,CUST-7865,Female,48,Furniture,2,1255.21,0.16,2023-03-20,North,Offline,Credit Card,2108.75
TXN-08016,CUST-2950,Male,35,Beauty,1,75.4,0.07,2023-03-20,East,Offline,Debit Card,70.12
TXN-08017,CUST-2950,Male,42,Beauty,3,225.58,0.15,2023-03-20,East,Offline,Cash,575.23
TXN-08018,CUST-8503,Female,18,Beauty,2,51.38,0.17,2023-03-21,East,Online,Credit Card,85.29
TXN-08019,CUST-2129,Female,49,Electronics,2,609.48,0.07,2023-03-21,East,Online,Debit Card,1133.63
TXN-08020,CUST-6578,Male,50,Clothing,3,393.62,0.28,2023-03-21,North,Offline,Credit Card,850.22
TXN-08021,CUST-3088,Male,18,Furniture,3,185.58,0.07,2023-03-21,West,Online,Digital Wallet,517.77
TXN-08022,CUST-6111,Male,18,Electronics,4,603.79,0.06,2023-03-21,North,Offline,Debit Card,2270.25
TXN-08023,CUST-2750,Female,29,Beauty,2,49.18,0.09,2023-03-21,East,Online,Debit Card,89.51
TXN-08024,CUST-9387,Male,29,Furniture,4,1102.15,0.17,2023-03-21,North,Offline,Debit Card,3659.14
TXN-08025,CUST-3630,Male,51,Beauty,1,214.6,0.18,2023-03-21,North,Online,Credit Card,175.97
TXN-08026,CUST-8471,Male,26,Clothing,2,280.76,0.12,2023-03-21,East,Online,Digital Wallet,494.14
TXN-08027,CUST-7360,Female,37,Grocery,6,81.05,0.05,2023-03-22,North,Offline,Cash,461.98
TXN-08028,CUST-2255,Male,51,Electronics,1,920.0,0.05,2023-03-22,West,Online,Digital Wallet,874.0
TXN-08029,CUST-7841,Female,19,Clothing,4,109.73,0.18,2023-03-22,West,Online,Credit Card,359.91
TXN-08030,CUST-3485,Female,44,Furniture,1,347.71,0.11,2023-03-22,North,Online,Digital Wallet,309.46
TXN-08031,CUST-1196,Female,41,Clothing,7,251.91,0.14,2023-03-23,West,Offline,Debit Card,1516.5
TXN-08032,CUST-9921,Male,47,Clothing,3,216.6,0.29,2023-03-23,East,Offline,Credit Card,461.36
TXN-08033,CUST-5245,Female,47,Beauty,4,57.79,0.14,2023-03-23,South,Offline,Cash,198.8
TXN-08034,CUST-0050,Female,47,Clothing,4,241.21,0.16,2023-03-23,North,Online,Credit Card,810.47
TXN-08035,CUST-9149,Male,51,Electronics,1,283.15,0.17,2023-03-23,North,Online,Digital Wallet,235.01
TXN-08036,CUST-9226,Male,18,Furniture,3,561.89,0.07,2023-03-23,South,Online,Credit Card,1567.67
TXN-08037,CUST-0563,Female,41,Electronics,3,527.3,0.02,2023-03-23,West,Offline,Credit Card,1550.26
TXN-08038,CUST-3574,Male,37,Beauty,1,104.81,0.21,2023-03-24,East,Online,Debit Card,82.8
TXN-08039,CUST-2207,Female,62,Beauty,1,137.46,0.1,2023-03-24,South,Offline,Credit Card,123.71
TXN-08040,CUST-2950,Male,18,Clothing,2,122.02,0.18,2023-03-24,East,Offline,Cash,200.11
TXN-08041,CUST-3122,Male,23,Electronics,1,205.41,0.05,2023-03-24,East,Online,Credit Card,195.14
TXN-08042,CUST-6807,Male,31,Electronics,2,757.15,0.14,2023-03-24,South,Online,Debit Card,1302.3
TXN-08043,CUST-4829,Female,62,Beauty,3,89.86,0.11,2023-03-24,East,Online,Credit Card,239.93
TXN-08044,CUST-3879,Male,40,Clothing,4,208.66,0.06,2023-03-25,East,Online,Digital Wallet,784.56
TXN-08045,CUST-8722,Female,25,Electronics,4,101.66,0.09,2023-03-25,North,Online,Digital Wallet,370.04
TXN-08046,CUST-3583,Male,42,Furniture,1,1875.0,0.07,2023-03-25,West,Online,Debit Card,1743.75
TXN-08047,CUST-9085,Male,32,Clothing,6,258.97,0.15,2023-03-25,East,Offline,Cash,1320.75
TXN-08048,CUST-8539,Female,55,Clothing,3,230.29,0.18,2023-03-25,North,Online,Credit Card,566.51
TXN-08049,CUST-6410,Female,31,Beauty,2,80.39,0.18,2023-03-25,South,Online,Debit Card,131.84
TXN-08050,CUST-2189,Male,55,Furniture,5,1552.5,0.12,2023-03-26,South,Online,Digital Wallet,6831.0
TXN-08051,CUST-8930,Female,51,Grocery,11,64.99,0.05,2023-03-26,East,Offline,Digital Wallet,679.15
TXN-08052,CUST-6669,Female,29,Grocery,9,43.43,0.03,2023-03-27,East,Offline,Cash,379.14
TXN-08053,CUST-8645,Female,60,Grocery,10,65.73,0.02,2023-03-27,North,Online,Debit Card,644.15
TXN-08054,CUST-1677,Male,34,Clothing,1,76.47,0.2,2023-03-27,East,Online,Debit Card,61.18
TXN-08055,CUST-2688,Female,61,Grocery,6,52.9,0.0,2023-03-27,North,Online,Digital Wallet,317.4
TXN-08056,CUST-3126,Male,36,Grocery,10,112.5,0.07,2023-03-27,South,Online,Debit Card,1046.25
TXN-08057,CUST-8951,Male,85,Grocery,9,70.61,0.03,2023-03-27,South,Online,Debit Card,616.43
TXN-08058,CUST-3558,Male,22,Grocery,14,21.27,0.02,2023-03-27,East,Offline,Credit Card,291.82
TXN-08059,CUST-9706,Male,24,Grocery,7,40.25,0.0,2023-03-27,South,Offline,Cash,281.75
TXN-08060,CUST-6227,Female,50,Grocery,8,56.25,0.05,2023-03-28,South,Online,Digital Wallet,427.5
TXN-08061,CUST-5061,Male,52,Electronics,1,320.44,0.03,2023-03-28,West,Online,Credit Card,310.83
TXN-08062,CUST-0842,Male,68,Beauty,3,69.49,0.1,2023-03-28,West,Offline,Cash,187.62
TXN-08063,CUST-1559,Female,30,Electronics,1,559.97,0.07,2023-03-28,West,Online,Digital Wallet,520.77
TXN-08064,CUST-6714,Female,58,Beauty,1,124.06,0.08,2023-03-28,North,Offline,Cash,114.14
TXN-08065,CUST-3205,Female,39,Furniture,1,1038.41,0.09,2023-03-28,East,Online,Digital Wallet,944.95
TXN-08066,CUST-4732,Female,52,Beauty,4,192.98,0.17,2023-03-28,East,Offline,Cash,640.69
TXN-08067,CUST-7003,Male,33,Grocery,6,19.67,0.01,2023-03-28,North,Offline,Cash,116.84
TXN-08068,CUST-9141,Female,23,Beauty,2,55.68,0.18,2023-03-29,East,Online,Digital Wallet,91.32
TXN-08069,CUST-3060,Female,45,Beauty,4,133.36,0.23,2023-03-29,North,Offline,Debit Card,410.75
TXN-08070,CUST-0803,Male,40,Grocery,10,112.5,0.03,2023-03-29,South,Online,Debit Card,1091.25
TXN-08071,CUST-7336,Male,46,Furniture,2,590.73,0.12,2023-03-29,East,Offline,Credit Card,1039.68
TXN-08072,CUST-5995,Female,18,Beauty,2,75.05,0.09,2023-03-30,East,Online,Debit Card,136.59
TXN-08073,CUST-0604,Female,37,Beauty,5,59.32,0.12,2023-03-30,West,Online,Digital Wallet,261.01
TXN-08074,CUST-0247,Male,58,Electronics,4,708.61,0.05,2023-03-30,West,Online,Debit Card,2692.72
TXN-08075,CUST-7827,Female,27,Grocery,8,53.57,0.08,2023-03-30,South,Offline,Digital Wallet,394.28
TXN-08076,CUST-1691,Male,47,Furniture,2,1242.11,0.12,2023-03-30,North,Offline,Credit Card,2186.11
TXN-08077,CUST-0509,Female,69,Electronics,2,380.53,0.06,2023-03-30,North,Online,Debit Card,715.4
TXN-08078,CUST-6871,Male,34,Clothing,6,171.53,0.1,2023-03-30,South,Offline,Credit Card,926.26
TXN-08079,CUST-1605,Female,18,Beauty,1,111.94,0.14,2023-03-30,West,Online,Credit Card,96.27
TXN-08080,CUST-2469,Female,33,Beauty,1,65.67,0.06,2023-03-30,West,Online,Debit Card,61.73
TXN-08081,CUST-1317,Female,33,Beauty,3,160.24,0.1,2023-03-31,South,Offline,Cash,432.65
TXN-08082,CUST-3155,Female,51,Grocery,2,31.2,0.03,2023-03-31,North,Online,Digital Wallet,60.53
TXN-08083,CUST-1659,Male,56,Furniture,1,1350.0,0.15,2023-03-31,South,Online,Credit Card,1147.5
TXN-08084,CUST-6264,Female,36,Furniture,2,662.02,0.12,2023-03-31,North,Offline,Cash,1165.16
TXN-08085,CUST-0631,Female,42,Furniture,2,957.32,0.06,2023-03-31,North,Online,Debit Card,1799.76
TXN-08086,CUST-3810,Female,18,Beauty,3,146.28,0.08,2023-03-31,West,Online,Digital Wallet,403.73
TXN-08087,CUST-5569,Male,22,Clothing,1,137.25,0.13,2023-03-31,South,Online,Debit Card,119.41
TXN-08088,CUST-3253,Male,48,Electronics,3,920.0,0.12,2023-03-31,West,Offline,Debit Card,2428.8
TXN-08089,CUST-7022,Male,19,Clothing,1,106.96,0.06,2023-03-31,South,Online,Digital Wallet,100.54
TXN-08090,CUST-3023,Male,43,Electronics,2,664.89,0.03,2023-04-01,South,Online,Digital Wallet,1289.89
TXN-08091,CUST-3328,Male,36,Electronics,1,520.22,0.03,2023-04-01,West,Offline,Credit Card,504.61
TXN-08092,CUST-3672,Male,19,Electronics,2,373.39,0.1,2023-04-01,East,Online,Debit Card,672.1
TXN-08093,CUST-4115,Male,54,Grocery,15,63.96,0.07,2023-04-01,South,Offline,Credit Card,892.24
TXN-08094,CUST-9565,Female,41,Grocery,9,94.89,0.06,2023-04-01,West,Online,Credit Card,802.77
TXN-08095,CUST-8464,Female,36,Grocery,3,40.03,0.04,2023-04-01,North,Online,Digital Wallet,115.29
TXN-08096,CUST-8278,Female,41,Grocery,16,18.1,0.02,2023-04-01,South,Online,Credit Card,283.81
TXN-08097,CUST-3504,Female,55,Electronics,1,557.15,0.08,2023-04-01,North,Online,Digital Wallet,512.58
TXN-08098,CUST-2004,Male,62,Grocery,13,42.89,0.05,2023-04-01,East,Online,Debit Card,529.69
TXN-08099,CUST-5937,Male,20,Furniture,1,614.74,0.18,2023-04-01,West,Online,Debit Card,504.09
TXN-08100,CUST-2235,Male,38,Clothing,3,139.01,0.12,2023-04-01,West,Online,Digital Wallet,366.99
TXN-08101,CUST-4139,Male,48,Beauty,3,191.73,0.14,2023-04-01,East,Online,Credit Card,494.66
TXN-08102,CUST-7983,Female,28,Electronics,3,516.68,0.12,2023-04-01,East,Offline,Credit Card,1364.04
TXN-08103,CUST-5290,Female,18,Beauty,2,109.37,0.16,2023-04-01,West,Online,Debit Card,183.74
TXN-08104,CUST-6119,Male,72,Electronics,3,346.32,0.02,2023-04-01,West,Offline,Digital Wallet,1018.18
TXN-08105,CUST-4833,Female,64,Grocery,12,43.39,0.03,2023-04-02,North,Offline,Cash,505.06
TXN-08106,CUST-2919,Female,40,Beauty,3,226.25,0.1,2023-04-02,West,Offline,Cash,610.88
TXN-08107,CUST-2310,Male,53,Grocery,8,71.7,0.05,2023-04-02,North,Offline,Cash,544.92
TXN-08108,CUST-1174,Male,24,Electronics,1,236.73,0.06,2023-04-02,East,Offline,Digital Wallet,222.53
TXN-08109,CUST-9556,Female,53,Furniture,4,254.05,0.13,2023-04-02,West,Offline,Cash,884.09
TXN-08110,CUST-8933,Male,33,Beauty,3,103.64,0.13,2023-04-02,East,Offline,Digital Wallet,270.5
TXN-08111,CUST-7951,Female,21,Clothing,1,176.98,0.14,2023-04-02,South,Online,Credit Card,152.2
TXN-08112,CUST-2851,Female,18,Beauty,3,117.84,0.12,2023-04-03,South,Offline,Debit Card,311.1
TXN-08113,CUST-7919,Female,45,Beauty,1,176.79,0.19,2023-04-03,East,Offline,Credit Card,143.2
TXN-08114,CUST-2557,Female,50,Clothing,5,208.35,0.08,2023-04-03,North,Offline,Credit Card,958.41
TXN-08115,CUST-3481,Male,42,Clothing,1,212.78,0.07,2023-04-04,West,Online,Debit Card,197.89
TXN-08116,CUST-9665,Female,29,Electronics,1,637.99,0.1,2023-04-04,East,Online,Debit Card,574.19
TXN-08117,CUST-2383,Male,33,Clothing,2,429.0,0.13,2023-04-04,North,Offline,Cash,746.46
TXN-08118,CUST-1855,Male,25,Grocery,9,22.33,0.02,2023-04-04,North,Offline,Digital Wallet,196.95
TXN-08119,CUST-7668,Female,41,Furniture,3,1828.12,0.07,2023-04-04,North,Offline,Digital Wallet,5100.45
TXN-08120,CUST-4149,Female,40,Furniture,3,1486.64,0.08,2023-04-04,East,Online,Credit Card,4103.13
TXN-08121,CUST-4572,Male,30,Clothing,4,193.97,0.1,2023-04-04,East,Online,Digital Wallet,698.29
TXN-08122,CUST-2755,Male,23,Beauty,1,124.43,0.07,2023-04-04,East,Online,Debit Card,115.72
TXN-08123,CUST-1375,Male,40,Electronics,3,678.89,0.04,2023-04-04,North,Online,Debit Card,1955.2
TXN-08124,CUST-3898,Female,34,Furniture,1,1546.88,0.21,2023-04-04,East,Online,Digital Wallet,1222.04
TXN-08125,CUST-7885,Female,51,Furniture,1,1078.09,0.19,2023-04-05,North,Online,Digital Wallet,873.25
TXN-08126,CUST-6369,Female,37,Beauty,2,110.08,0.22,2023-04-05,East,Offline,Debit Card,171.72
TXN-08127,CUST-5048,Male,40,Grocery,9,112.5,0.02,2023-04-05,South,Offline,Credit Card,992.25
TXN-08128,CUST-2467,Male,56,Furniture,3,563.58,0.17,2023-04-05,South,Online,Credit Card,1403.31
TXN-08129,CUST-0820,Female,52,Furniture,1,1323.82,0.07,2023-04-06,North,Offline,Debit Card,1231.15
TXN-08130,CUST-6317,Female,42,Beauty,3,103.52,0.12,2023-04-06,West,Online,Digital Wallet,273.29
TXN-08131,CUST-8597,Male,63,Electronics,1,445.97,0.08,2023-04-06,North,Online,Credit Card,410.29
TXN-08132,CUST-9234,Female,51,Furniture,2,1269.0,0.17,2023-04-06,North,Online,Digital Wallet,2106.54
TXN-08133,CUST-0005,Male,41,Clothing,3,112.56,0.1,2023-04-06,North,Offline,Cash,303.91
TXN-08134,CUST-9186,Male,43,Furniture,1,1488.65,0.07,2023-04-06,West,Online,Digital Wallet,1384.44
TXN-08135,CUST-0778,Female,23,Electronics,4,212.68,0.04,2023-04-06,South,Online,Debit Card,816.69
TXN-08136,CUST-8722,Female,52,Clothing,6,282.38,0.09,2023-04-06,North,Online,Debit Card,1541.79
TXN-08137,CUST-0224,Female,47,Beauty,3,84.09,0.14,2023-04-07,South,Offline,Credit Card,216.95
TXN-08138,CUST-0135,Female,42,Clothing,1,276.45,0.23,2023-04-07,North,Online,Digital Wallet,212.87
TXN-08139,CUST-7507,Male,65,Electronics,2,780.0,0.04,2023-04-07,North,Offline,Debit Card,1497.6
TXN-08140,CUST-9615,Female,24,Grocery,7,43.98,0.07,2023-04-07,East,Online,Digital Wallet,286.31
TXN-08141,CUST-2468,Male,22,Clothing,2,193.08,0.14,2023-04-07,West,Online,Debit Card,332.1
TXN-08142,CUST-9921,Female,29,Beauty,3,93.18,0.2,2023-04-07,East,Offline,Digital Wallet,223.63
TXN-08143,CUST-2665,Male,39,Grocery,8,64.04,0.05,2023-04-07,South,Offline,Digital Wallet,486.7
TXN-08144,CUST-8186,Female,72,Beauty,2,74.06,0.18,2023-04-08,West,Offline,Credit Card,121.46
TXN-08145,CUST-2889,Male,37,Beauty,1,90.39,0.19,2023-04-08,North,Offline,Credit Card,73.22
TXN-08146,CUST-0711,Female,54,Grocery,12,96.4,0.08,2023-04-08,East,Online,Debit Card,1064.26
TXN-08147,CUST-5916,Male,18,Grocery,10,28.37,0.02,2023-04-08,West,Online,Digital Wallet,278.03
TXN-08148,CUST-2738,Male,22,Furniture,2,270.84,0.12,2023-04-08,West,Online,Credit Card,476.68
TXN-08149,CUST-2992,Female,71,Grocery,11,19.7,0.06,2023-04-08,North,Online,Debit Card,203.7
TXN-08150,CUST-4804,Male,41,Electronics,3,1000.0,0.12,2023-04-08,West,Online,Credit Card,2640.0
TXN-08151,CUST-8985,Female,51,Grocery,12,110.87,0.09,2023-04-08,North,Offline,Credit Card,1210.7
TXN-08152,CUST-0444,Male,54,Furniture,2,1552.5,0.26,2023-04-09,South,Offline,Credit Card,2297.7
TXN-08153,CUST-7120,Female,30,Furniture,3,1329.61,0.15,2023-04-09,East,Online,Digital Wallet,3390.51
TXN-08154,CUST-4142,Male,46,Grocery,8,91.05,0.04,2023-04-09,North,Online,Credit Card,699.26
TXN-08155,CUST-5127,Male,26,Clothing,4,139.21,0.19,2023-04-09,South,Online,Credit Card,451.04
TXN-08156,CUST-6953,Female,44,Furniture,3,1875.0,0.19,2023-04-09,West,Online,Digital Wallet,4556.25
TXN-08157,CUST-7227,Male,53,Beauty,3,76.56,0.09,2023-04-09,South,Online,Credit Card,209.01
TXN-08158,CUST-5624,Male,61,Clothing,3,311.69,0.17,2023-04-09,West,Online,Digital Wallet,776.11
TXN-08159,CUST-2512,Male,18,Electronics,2,624.0,0.04,2023-04-09,North,Online,Credit Card,1198.08
TXN-08160,CUST-3085,Female,23,Grocery,9,58.1,0.07,2023-04-09,East,Offline,Cash,486.3
TXN-08161,CUST-6546,Male,71,Beauty,4,87.12,0.09,2023-04-09,East,Offline,Cash,317.12
TXN-08162,CUST-3285,Male,57,Furniture,1,321.07,0.12,2023-04-10,East,Offline,Cash,282.54
TXN-08163,CUST-0488,Male,54,Grocery,14,78.88,0.08,2023-04-10,East,Offline,Debit Card,1015.97
TXN-08164,CUST-7827,Female,44,Clothing,2,226.61,0.19,2023-04-10,North,Offline,Credit Card,367.11
TXN-08165,CUST-9318,Female,36,Furniture,5,1241.28,0.09,2023-04-10,North,Offline,Debit Card,5647.82
TXN-08166,CUST-3155,Female,49,Beauty,2,142.21,0.22,2023-04-11,North,Online,Digital Wallet,221.85
TXN-08167,CUST-4235,Male,21,Beauty,1,68.42,0.13,2023-04-11,West,Offline,Debit Card,59.53
TXN-08168,CUST-3435,Male,46,Grocery,10,48.94,0.03,2023-04-11,North,Offline,Cash,474.72
TXN-08169,CUST-1579,Female,51,Grocery,7,76.11,0.01,2023-04-11,North,Online,Credit Card,527.44
TXN-08170,CUST-7446,Male,55,Clothing,1,216.83,0.16,2023-04-11,West,Online,Debit Card,182.14
TXN-08171,CUST-4310,Male,48,Grocery,4,45.8,0.04,2023-04-11,North,Offline,Digital Wallet,175.87
TXN-08172,CUST-6915,Female,66,Furniture,2,533.11,0.1,2023-04-12,North,Online,Digital Wallet,959.6
TXN-08173,CUST-6645,Male,21,Beauty,2,104.54,0.13,2023-04-12,North,Online,Digital Wallet,181.9
TXN-08174,CUST-2976,Male,56,Furniture,3,718.1,0.08,2023-04-12,South,Online,Credit Card,1981.96
TXN-08175,CUST-1748,Female,50,Beauty,4,167.34,0.15,2023-04-12,North,Offline,Cash,568.96
TXN-08176,CUST-5545,Female,35,Grocery,13,72.0,0.04,2023-04-12,East,Online,Digital Wallet,898.56
TXN-08177,CUST-2173,Male,75,Furniture,4,1147.5,0.09,2023-04-12,South,Offline,Debit Card,4176.9
TXN-08178,CUST-4297,Female,18,Clothing,5,151.66,0.15,2023-04-13,East,Online,Digital Wallet,644.55
TXN-08179,CUST-6111,Male,38,Grocery,8,43.75,0.06,2023-04-13,South,Offline,Digital Wallet,329.0
TXN-08180,CUST-1007,Female,37,Grocery,7,83.91,0.02,2023-04-13,East,Online,Credit Card,575.62
TXN-08181,CUST-3349,Female,39,Clothing,2,450.0,0.13,2023-04-13,South,Offline,Digital Wallet,783.0
TXN-08182,CUST-8139,Female,64,Clothing,3,291.9,0.12,2023-04-14,West,Offline,Cash,770.62
TXN-08183,CUST-6754,Male,54,Electronics,1,482.06,0.05,2023-04-14,West,Online,Debit Card,457.96
TXN-08184,CUST-8973,Female,37,Furniture,1,1415.61,0.14,2023-04-14,East,Offline,Cash,1217.42
TXN-08185,CUST-1502,Male,45,Furniture,4,721.79,0.12,2023-04-14,South,Online,Digital Wallet,2540.7
TXN-08186,CUST-6542,Female,45,Furniture,1,804.15,0.11,2023-04-15,South,Offline,Digital Wallet,715.69
TXN-08187,CUST-3732,Male,35,Furniture,1,786.75,0.1,2023-04-15,East,Offline,Credit Card,708.08
TXN-08188,CUST-8655,Female,64,Grocery,12,90.0,0.07,2023-04-15,South,Online,Credit Card,1004.4
TXN-08189,CUST-6542,Female,34,Electronics,1,858.0,0.04,2023-04-15,North,Offline,Debit Card,823.68
TXN-08190,CUST-0624,Female,66,Furniture,2,631.41,0.23,2023-04-15,East,Offline,Cash,972.37
TXN-08191,CUST-8613,Female,33,Clothing,1,359.57,0.14,2023-04-16,North,Online,Credit Card,309.23
TXN-08192,CUST-4799,Female,43,Clothing,4,193.98,0.17,2023-04-16,East,Offline,Cash,644.01
TXN-08193,CUST-9525,Male,31,Beauty,3,206.25,0.14,2023-04-16,East,Offline,Digital Wallet,532.12
TXN-08194,CUST-7419,Male,49,Electronics,1,625.36,0.04,2023-04-16,North,Offline,Debit Card,600.35
TXN-08195,CUST-2297,Female,37,Furniture,2,477.31,0.07,2023-04-16,West,Offline,Digital Wallet,887.8
TXN-08196,CUST-6765,Female,45,Clothing,1,161.81,0.17,2023-04-16,South,Offline,Digital Wallet,134.3
TXN-08197,CUST-8847,Female,50,Grocery,5,24.21,0.03,2023-04-17,South,Online,Credit Card,117.42
TXN-08198,CUST-5407,Female,40,Furniture,1,548.56,0.22,2023-04-17,North,Online,Debit Card,427.88
TXN-08199,CUST-0737,Male,46,Grocery,4,57.99,0.02,2023-04-17,North,Offline,Cash,227.32
TXN-08200,CUST-2353,Female,39,Beauty,2,134.24,0.11,2023-04-18,North,Online,Digital Wallet,238.95
TXN-08201,CUST-9012,Female,21,Clothing,6,288.0,0.2,2023-04-19,South,Offline,Digital Wallet,1382.4
TXN-08202,CUST-8989,Male,66,Grocery,8,39.16,0.03,2023-04-19,West,Offline,Cash,303.88
TXN-08203,CUST-7808,Male,80,Beauty,4,56.59,0.13,2023-04-19,South,Offline,Cash,196.93
TXN-08204,CUST-6388,Male,34,Electronics,4,227.88,0.02,2023-04-20,West,Online,Digital Wallet,893.29
TXN-08205,CUST-8920,Female,45,Beauty,6,118.9,0.11,2023-04-21,South,Online,Debit Card,634.93
TXN-08206,CUST-5248,Male,37,Electronics,2,937.5,0.06,2023-04-21,East,Offline,Debit Card,1762.5
TXN-08207,CUST-5123,Female,58,Grocery,12,62.25,0.06,2023-04-21,East,Online,Credit Card,702.18
TXN-08208,CUST-9443,Female,40,Clothing,1,185.4,0.08,2023-04-21,South,Online,Digital Wallet,170.57
TXN-08209,CUST-5913,Female,52,Grocery,8,54.35,0.02,2023-04-21,North,Online,Digital Wallet,426.1
TXN-08210,CUST-8475,Female,71,Furniture,5,1137.18,0.25,2023-04-21,East,Offline,Cash,4264.42
TXN-08211,CUST-2092,Male,18,Grocery,9,75.0,0.03,2023-04-21,East,Offline,Credit Card,654.75
TXN-08212,CUST-1425,Male,37,Beauty,2,145.92,0.16,2023-04-22,North,Offline,Credit Card,245.15
TXN-08213,CUST-7120,Female,52,Furniture,4,734.04,0.07,2023-04-22,West,Offline,Credit Card,2730.63
TXN-08214,CUST-3675,Female,27,Beauty,3,51.7,0.1,2023-04-22,South,Online,Debit Card,139.59
TXN-08215,CUST-1066,Female,39,Clothing,2,178.58,0.08,2023-04-22,East,Online,Digital Wallet,328.59
TXN-08216,CUST-7347,Male,45,Grocery,14,55.53,0.1,2023-04-22,South,Online,Credit Card,699.68
TXN-08217,CUST-9262,Female,47,Grocery,9,98.03,0.08,2023-04-23,North,Offline,Credit Card,811.69
TXN-08218,CUST-6410,Male,34,Electronics,2,598.28,0.08,2023-04-23,South,Online,Credit Card,1100.84
TXN-08219,CUST-1222,Male,27,Electronics,4,355.27,0.07,2023-04-23,West,Offline,Digital Wallet,1321.6
TXN-08220,CUST-6929,Female,49,Grocery,6,65.65,0.07,2023-04-23,East,Online,Digital Wallet,366.33
TXN-08221,CUST-0492,Female,43,Electronics,4,559.56,0.08,2023-04-24,East,Online,Credit Card,2059.18
TXN-08222,CUST-8862,Female,55,Grocery,11,28.16,0.08,2023-04-24,West,Offline,Credit Card,284.98
TXN-08223,CUST-2950,Male,69,Electronics,4,300.69,0.05,2023-04-24,East,Offline,Cash,1142.62
TXN-08224,CUST-2611,Male,18,Clothing,2,202.23,0.18,2023-04-24,South,Online,Digital Wallet,331.66
